"f2","f3","f4","f5","f13","f14","f31","f32","f108","f161","f249","f325","f333","f334"
112.8,21.55,20,32,11,"沪深300购27年3月5400",113.8,123.8,252,5400,16.01,0.2711,"沪深300",4891.71
150,21.16,26.2,9,11,"沪深300购27年3月5200",150,155,327,5200,14.84,0.3729,"沪深300",4891.71
530,21.12,92.4,27,11,"沪深300购26年9月4300",522.6,540.6,227,4300,0,0.959,"沪深300",4891.71
234.2,21.1,40.8,211,11,"上证50购26年6月2700",235,240.4,194,2700,0,1,"上证50",2938.65
565,20.78,97.2,39,11,"沪深300购26年6月4300",569.2,585.6,253,4300,0,1,"沪深300",4891.71
432.6,20.77,74.4,6,11,"沪深300购26年8月4400",435,450,29,4400,0,0.9542,"沪深300",4891.71
1.2,20,0.2,668,11,"中证1000购26年6月9900",1,1.2,4845,9900,40.85,0,"中证1000",8521.23
336.6,19.7,55.4,18,11,"沪深300购26年8月4500",351,366,33,4500,0,0.9105,"沪深300",4891.71
30.4,19.69,5,41,11,"上证50购26年12月3500",28.2,31,855,3500,20.75,0.0407,"上证50",2938.65
965.8,19.59,158.2,16,11,"中证1000购26年12月7400",973.8,1004.2,800,7400,0,0.8518,"中证1000",8521.23
441,19.58,72.2,51,11,"中证1000购27年3月8600",456.4,474.4,590,8600,14.83,0.5376,"中证1000",8521.23
40.4,19.53,6.6,95,11,"上证50购26年8月3050",40.6,42.4,97,3050,15.97,0.2789,"上证50",2938.65
500,19.5,81.6,17,11,"沪深300购26年6月4350",520,535.6,74,4350,0,1,"沪深300",4891.71
83.8,19.37,13.6,17,11,"上证50购26年12月3100",84.4,85.4,654,3100,16.73,0.3252,"上证50",2938.65
28.4,19.33,4.6,38,11,"上证50购26年8月3100",30,32.2,94,3100,16.16,0.1914,"上证50",2938.65
149.2,19.17,24,80,11,"上证50购26年8月2800",151,157.6,251,2800,8.52,0.8215,"上证50",2938.65
171.8,19.14,27.6,1101,11,"上证50购26年9月2800",171.8,178.2,3230,2800,12.99,0.7879,"上证50",2938.65
193.4,19.09,31,4,11,"沪深300购27年3月5000",199.2,207,207,5000,12.99,0.489,"沪深300",4891.71
90,19.05,14.4,58,11,"上证50购26年8月2900",93.4,96.4,120,2900,12.91,0.6189,"上证50",2938.65
1095.2,18.94,174.4,18,11,"中证1000购26年12月7200",1087.4,1158.6,927,7200,0,0.8896,"中证1000",8521.23
1662.4,18.9,264.2,312,11,"中证1000购26年6月6800",1650.8,1698.8,433,6800,0,1,"中证1000",8521.23
436.8,18.82,69.2,31,11,"沪深300购26年12月4400",434.2,452.2,371,4400,0,0.8621,"沪深300",4891.71
1136,18.58,178,9,11,"中证1000购26年8月7200",1167.4,1227.4,6,7200,0,0.9716,"中证1000",8521.23
1097.8,18.17,168.8,12,11,"中证1000购27年3月7200",1080.4,1121.2,275,7200,0,0.8534,"中证1000",8521.23
544.2,18.15,83.6,"-",11,"上证50沽26年9月3300",413,428.2,199,3300,53.69,-0.9492,"上证50",2938.65
1531.4,18.02,233.8,12,11,"中证1000购27年3月6600",1531.6,1547.8,257,6600,0,0.9357,"中证1000",8521.23
524,17.65,78.6,"-",11,"上证50沽26年8月3300",395,413.2,17,3300,59.16,-0.9757,"上证50",2938.65
14.8,17.46,2.2,127,11,"沪深300购26年8月5500",14.6,15.2,186,5500,18.78,0.0424,"沪深300",4891.71
221,17.43,32.8,17,11,"沪深300购27年3月4900",230,236,123,4900,11.88,0.5498,"沪深300",4891.71
609.8,17.18,89.4,17,11,"沪深300购26年9月4200",609.8,619.8,363,4200,0,0.9794,"沪深300",4891.71
238,17.13,34.8,35,11,"上证50购26年9月2700",235,246,439,2700,0,0.9097,"上证50",2938.65
625.2,17.03,91,25,11,"沪深300购26年7月4200",631.2,652.8,31,4200,0,0.9997,"沪深300",4891.71
1510.4,16.92,218.6,15,11,"中证1000购26年6月6900",1550.2,1594.8,160,6900,0,1,"中证1000",8521.23
113.2,16.7,16.2,243,11,"上证50购26年12月3000",112.4,114,2619,3000,15.78,0.4583,"上证50",2938.65
4.2,16.67,0.6,389,11,"沪深300购26年7月5500",4,4.4,1108,5500,20.97,0.0058,"沪深300",4891.71
37.8,16.67,5.4,83,11,"上证50购26年12月3400",35.8,38,512,3400,19.71,0.0757,"上证50",2938.65
370.4,16.62,52.8,15,11,"上证50购26年7月2550",355.2,369.4,28,2550,0,0.9999,"上证50",2938.65
601.6,16.5,85.2,10,11,"沪深300购26年6月4250",619,636,72,4250,0,1,"沪深300",4891.71
113.8,16.36,16,4,11,"上证50购26年8月2850",119.6,126.4,188,2850,10.67,0.7288,"上证50",2938.65
344.6,16.26,48.2,34,11,"沪深300购27年3月4600",350.6,366,145,4600,5.91,0.7267,"沪深300",4891.71
658,16.21,91.8,36,11,"沪深300购26年6月4200",668.6,686,120,4200,0,1,"沪深300",4891.71
513.4,16.15,71.4,5,11,"沪深300购26年8月4300",524.8,546.2,42,4300,0,0.9793,"沪深300",4891.71
296,16.08,41,54,11,"沪深300购27年3月4700",303.4,318.8,154,4700,8.98,0.6701,"沪深300",4891.71
428.6,16.03,59.2,"-",11,"上证50沽26年9月3200",325.2,338.6,239,3200,45.72,-0.8812,"上证50",2938.65
955.6,15.94,131.4,8,11,"中证1000购27年3月7400",978.8,1004.2,195,7400,0,0.8169,"中证1000",8521.23
506.8,15.87,69.4,23,11,"沪深300购26年7月4300",534,554.6,87,4300,0,0.998,"沪深300",4891.71
1375,15.74,187,1,11,"中证1000购26年12月6800",1380.8,1450.8,120,6800,0,0.9451,"中证1000",8521.23
1469.2,15.72,199.6,15,11,"中证1000购26年9月6800",1493.2,1553.2,560,6800,0,0.9843,"中证1000",8521.23
841.6,15.7,114.2,41,11,"中证1000购27年3月7600",868.2,888.8,299,7600,0,0.7764,"中证1000",8521.23
1340,15.7,181.8,1,11,"中证1000购27年3月6800",1338.8,1404.8,65,6800,0,0.9129,"中证1000",8521.23
1206,15.67,163.4,15,11,"中证1000购27年3月7000",1205.6,1269.8,386,7000,0,0.8855,"中证1000",8521.23
2070,15.55,278.6,17,11,"中证1000购26年6月6400",2048.4,2098.6,222,6400,0,1,"中证1000",8521.23
1730.8,15.54,232.8,6,11,"中证1000购26年6月6700",1750.2,1793.4,59,6700,0,1,"中证1000",8521.23
367.6,15.38,49,25,11,"沪深300购26年8月4450",392.4,407.4,30,4450,0,0.9351,"沪深300",4891.71
252.6,15.34,33.6,13,11,"沪深300购27年3月4800",263.2,273,212,4800,10.46,0.6107,"沪深300",4891.71
766.6,14.93,99.6,22,11,"沪深300购26年6月4100",768,786.6,127,4100,0,1,"沪深300",4891.71
1654.6,14.9,214.6,42,11,"中证1000购26年9月6600",1675.4,1735.4,396,6600,0,0.9924,"中证1000",8521.23
1211,14.76,155.8,5,11,"中证1000购26年12月7000",1231.4,1300.2,668,7000,0,0.9206,"中证1000",8521.23
581,14.6,74,24,11,"沪深300购26年12月4200",572.6,611.8,131,4200,0,0.9355,"沪深300",4891.71
23.6,14.56,3,46,11,"上证50购26年9月3300",25,27.4,669,3300,20.48,0.0507,"上证50",2938.65
703.8,14.48,89,17,11,"沪深300购26年9月4100",700,712.8,157,4100,0,0.9907,"沪深300",4891.71
144,14.47,18.2,8,11,"上证50购27年3月3000",142.6,146.6,135,3000,15.56,0.4841,"上证50",2938.65
218.4,14.35,27.4,1,11,"上证50购26年8月2700",220.8,230.2,15,2700,0,0.9409,"上证50",2938.65
1715.4,14.31,214.8,9,11,"中证1000购26年12月6400",1705.8,1775.2,375,6400,0,0.9771,"中证1000",8521.23
180.6,14.3,22.6,17,11,"上证50购26年8月2750",186.2,191.6,123,2750,0,0.8923,"上证50",2938.65
2065,14.23,257.2,53,11,"中证1000购26年9月6200",2037.2,2078,359,6200,0,0.9986,"中证1000",8521.23
453.6,13.91,55.4,4,11,"沪深300购27年3月4400",462.8,479,248,4400,0,0.8261,"沪深300",4891.71
149.6,13.85,18.2,18,11,"上证50购26年12月2900",149.6,153.2,787,2900,14.31,0.6009,"上证50",2938.65
1846,13.81,224,4,11,"中证1000购26年9月6400",1860.2,1920.2,212,6400,0,0.9966,"中证1000",8521.23
493,13.7,59.4,18,11,"沪深300购26年12月4300",506.2,523.4,219,4300,0,0.9035,"沪深300",4891.71
655,13.68,78.8,4,11,"沪深300购26年12月4100",652.8,693.8,236,4100,0,0.9591,"沪深300",4891.71
1805.8,13.46,214.2,27,11,"中证1000购26年6月6600",1850,1895,209,6600,0,1,"中证1000",8521.23
275.6,13.42,32.6,141,11,"上证50购26年6月2650",282,291,76,2650,0,1,"上证50",2938.65
762.6,13.28,89.4,2,11,"沪深300购27年3月4000",740.2,782.2,172,4000,0,0.9515,"沪深300",4891.71
388,13.19,45.2,9,11,"上证50购26年6月2550",381.4,391.4,23,2550,0,1,"上证50",2938.65
328.2,13.17,38.2,4,11,"上证50购26年12月2600",320,335.8,167,2600,0,0.9217,"上证50",2938.65
594,13.1,68.8,97,11,"沪深300购27年3月4200",586.4,626.8,191,4200,0,0.9016,"沪深300",4891.71
451.2,12.97,51.8,11,11,"沪深300购26年8月4350",479.4,494,68,4350,0,0.9687,"沪深300",4891.71
900.8,12.94,103.2,2,11,"中证1000购26年8月7400",1000,1037.8,2,7400,0,0.946,"中证1000",8521.23
255,12.93,29.2,13,11,"上证50购26年7月2650",264.6,271.6,40,2650,0,0.9961,"上证50",2938.65
750.2,12.88,85.6,9,11,"沪深300购26年12月4000",737.6,779.8,142,4000,0,0.9755,"沪深300",4891.71
316.4,12.76,35.8,25,11,"上证50购26年9月2600",316.2,331.4,527,2600,0,0.9712,"上证50",2938.65
228.8,12.71,25.8,33,11,"上证50购27年3月2800",232.8,233.2,364,2800,13.07,0.7128,"上证50",2938.65
812.8,12.55,90.6,2,11,"中证1000购26年8月7500",926,955.2,15,7500,0,0.928,"中证1000",8521.23
2240,12.48,248.6,9,11,"中证1000购26年6月6200",2239.8,2316,260,6200,0,1,"中证1000",8521.23
985,12.44,109,1,11,"中证1000购26年8月7300",1079.8,1139.8,3,7300,0,0.9604,"中证1000",8521.23
184.4,12.44,20.4,50,11,"上证50购26年12月2800",192.4,199.6,768,2800,10.28,0.7352,"上证50",2938.65
329.4,12.42,36.4,56,11,"上证50购26年6月2600",331.4,341.4,60,2600,0,1,"上证50",2938.65
784,12.42,86.6,40,11,"沪深300购26年9月4000",792.4,817.4,279,4000,0,0.9962,"沪深300",4891.71
2461.4,12.32,270,13,11,"中证1000购26年6月6000",2439,2486,251,6000,0,1,"中证1000",8521.23
110,12.24,12,13,11,"上证50购27年3月3100",104,110.2,246,3100,16.06,0.3723,"上证50",2938.65
845.6,12.24,92.2,15,11,"沪深300购27年3月3900",823.8,865.4,266,3900,0,0.9679,"沪深300",4891.71
85,12.14,9.2,46,11,"上证50购27年3月3200",80,86,81,3200,16.67,0.2734,"上证50",2938.65
858,11.98,91.8,37,11,"沪深300购26年6月4000",867.2,887.2,128,4000,0,1,"沪深300",4891.71
384.8,11.93,41,12,11,"沪深300购27年3月4500",404.2,419.4,256,4500,0,0.779,"沪深300",4891.71
302,11.85,32,30,11,"上证50购26年7月2600",306.4,320,45,2600,0,0.9992,"上证50",2938.65
512.6,11.68,53.6,50,11,"沪深300购27年3月4300",522,544.6,147,4300,0,0.8671,"沪深300",4891.71
2668.8,11.6,277.4,3,11,"中证1000购26年6月5800",2636.2,2689.6,173,5800,0,1,"中证1000",8521.23
541.8,11.48,55.8,3,11,"沪深300购26年8月4250",562.2,592.2,12,4250,0,0.9867,"沪深300",4891.71
407.4,11.31,41.4,26,11,"上证50购26年9月2500",403.6,419.8,192,2500,0,0.9934,"上证50",2938.65
907.8,11.22,91.6,9,11,"沪深300购26年6月3950",917.2,938,113,3950,0,1,"沪深300",4891.71
354.4,10.47,33.6,4,11,"上证50购27年3月2600",350.6,361.8,80,2600,0,0.8864,"上证50",2938.65
791.2,10.41,74.6,12,11,"沪深300购26年6月4050",817.8,835.8,109,4050,0,1,"沪深300",4891.71
1981.8,10.41,186.8,"-",11,"中证1000沽27年3月9200",1556.4,1615.4,30,9200,54.92,-0.6058,"中证1000",8521.23
872.2,10.41,82.2,19,11,"沪深300购26年9月3900",886.2,912.4,160,3900,0,0.9986,"沪深300",4891.71
286.8,10.39,27,1,11,"上证50购27年3月2700",284.6,295.8,37,2700,10.9,0.8102,"上证50",2938.65
404.6,10.37,38,23,11,"上证50购26年7月2500",404.2,419,23,2500,0,1,"上证50",2938.65
2858.6,10.31,267.2,11,11,"中证1000购26年6月5600",2834.6,2914.6,200,5600,0,1,"中证1000",8521.23
48,10.09,4.4,231,11,"上证50购27年3月3400",46,48.2,461,3400,17.39,0.129,"上证50",2938.65
826,10.05,75.4,17,11,"沪深300购26年12月3900",825.4,868.2,182,3900,0,0.9861,"沪深300",4891.71
952.8,10,86.6,21,11,"沪深300购26年6月3900",967.2,988.2,140,3900,0,1,"沪深300",4891.71
540,9.58,47.2,7,11,"上证50购26年6月2400",529.8,542.2,49,2400,57.98,1,"上证50",2938.65
484.6,9.44,41.8,17,11,"上证50购26年6月2450",481.4,492,15,2450,0,1,"上证50",2938.65
244,9.32,20.8,10,11,"上证50购26年12月2700",252,260.4,217,2700,0,0.845,"上证50",2938.65
3268,9.24,276.4,50,11,"中证1000购26年6月5200",3231.2,3318,182,5200,0,1,"中证1000",8521.23
649,8.82,52.6,1,11,"沪深300购27年3月4100",661,702.8,110,4100,0,0.9296,"沪深300",4891.71
180.4,8.81,14.6,13,11,"上证50购27年3月2900",186.2,187.4,1343,2900,14.34,0.6009,"上证50",2938.65
1051,8.78,84.8,10,11,"沪深300购26年6月3800",1066,1088.8,140,3800,0,1,"沪深300",4891.71
1302.2,8.08,97.4,"-",11,"中证1000沽26年8月9200",953,982.4,19,9200,61.7,-0.7772,"中证1000",8521.23
2262,8.01,167.8,"-",11,"中证1000沽26年12月9800",1831.6,1896.2,58,9800,61.18,-0.788,"中证1000",8521.23
422.6,7.59,29.8,11,11,"上证50购26年6月2500",431.4,441.8,95,2500,0,1,"上证50",2938.65
1589.6,7.51,111,"-",11,"中证1000沽26年8月9500",1196,1256,23,9500,67.55,-0.8669,"中证1000",8521.23
1391.4,7.48,96.8,"-",11,"中证1000沽26年8月9300",1034,1076,21,9300,63.27,-0.8107,"中证1000",8521.23
1250,7.19,83.8,1,11,"沪深300购26年6月3600",1264.8,1290,156,3600,0,1,"沪深300",4891.71
420.8,6.64,26.2,4,11,"上证50购27年3月2500",425.4,435,84,2500,0,0.9394,"上证50",2938.65
1670.8,6.26,98.4,"-",11,"中证1000沽26年8月9600",1286.2,1346.2,28,9600,68.34,-0.8899,"中证1000",8521.23
1345.6,6.25,79.2,5,11,"沪深300购26年6月3500",1364.2,1390.4,148,3500,0,1,"沪深300",4891.71
1449.8,6.1,83.4,1,11,"沪深300购26年6月3400",1463.6,1491.2,163,3400,0,1,"沪深300",4891.71
59.4,3.85,2.2,26,11,"上证50购27年3月3300",65.2,66,101,3300,16.48,0.1919,"上证50",2938.65
1675,2.42,39.6,"-",11,"中证1000沽27年3月9000",1404.2,1462,65,9000,48.8,-0.5596,"中证1000",8521.23
630.8,2.17,13.4,"-",11,"沪深300购26年6月4150",718.6,736.6,93,4150,0,1,"沪深300",4891.71
1884,1.82,33.6,"-",11,"中证1000沽26年9月9800",1566.6,1626.6,24,9800,62.1,-0.8842,"中证1000",8521.23
425,1.77,7.4,"-",11,"上证50沽27年3月3200",375.2,393.2,25,3200,27.84,-0.7265,"上证50",2938.65
404.4,1.61,6.4,"-",11,"上证50沽26年8月3250",348.6,366.8,8,3250,41.41,-0.9559,"上证50",2938.65
501.8,1.25,6.2,"-",11,"上证50沽26年12月3300",448,465.2,249,3300,34.09,-0.868,"上证50",2938.65
2824,1.17,32.6,"-",11,"中证1000购26年6月5400",3032.2,3119,131,5400,0,1,"中证1000",8521.23
1074.6,0.79,8.4,"-",11,"沪深300购26年6月3700",1165.6,1189.6,185,3700,0,1,"沪深300",4891.71
370.2,0.71,2.6,"-",11,"上证50购26年12月2500",402.6,416.4,79,2500,0,0.9666,"上证50",2938.65
0.8,0,0,85,11,"中证1000沽26年6月6700",0.6,0.8,406,6700,60.94,0,"中证1000",8521.23
0.6,0,0,97,11,"中证1000沽26年6月6600",0.6,0.8,951,6600,62.56,0,"中证1000",8521.23
0.6,0,0,77,11,"中证1000沽26年6月6200",0.4,0.6,941,6200,76.45,0,"中证1000",8521.23
0.6,0,0,127,11,"中证1000沽26年6月6000",0.4,0.6,987,6000,83.68,0,"中证1000",8521.23
0.6,0,0,59,11,"中证1000沽26年6月5800",0.4,0.6,1133,5800,91.12,0,"中证1000",8521.23
0.6,0,0,169,11,"中证1000沽26年6月5600",0.4,0.6,1117,5600,98.78,0,"中证1000",8521.23
0.6,0,0,42,11,"中证1000沽26年6月5400",0.4,0.6,687,5400,106.7,0,"中证1000",8521.23
0.4,0,0,84,11,"中证1000沽26年6月5200",0.2,0.4,1921,5200,110.86,0,"中证1000",8521.23
0.6,0,0,814,11,"沪深300沽26年6月4350",0.2,0.6,640,4350,33.01,0,"沪深300",4891.71
0.4,0,0,1,11,"沪深300沽26年6月4050",0.2,0.4,136,4050,48.25,0,"沪深300",4891.71
0.4,0,0,4,11,"沪深300沽26年6月4000",0.2,0.4,1169,4000,51.12,0,"沪深300",4891.71
0.4,0,0,70,11,"沪深300沽26年6月3600",0.2,0.4,471,3600,75.01,0,"沪深300",4891.71
0.4,0,0,2,11,"沪深300沽26年6月3500",0.2,0.4,510,3500,81.31,0,"沪深300",4891.71
0.4,0,0,9,11,"沪深300沽26年6月3400",0.2,0.4,1458,3400,87.77,0,"沪深300",4891.71
0.6,0,0,980,11,"沪深300购26年6月5400",0.4,0.6,4786,5400,27.9,0,"沪深300",4891.71
0.8,0,0,634,11,"沪深300购26年6月5300",0.6,0.8,1462,5300,24.13,0.0002,"沪深300",4891.71
348.6,0,0,"-",11,"上证50沽27年3月3100",301.6,319.6,29,3100,26.6,-0.6276,"上证50",2938.65
9.8,0,0,"-",11,"上证50购26年8月3250",12.8,13.8,28,3250,17.16,0.044,"上证50",2938.65
0.4,0,0,139,11,"上证50沽26年6月2650",0.2,0.4,920,2650,29.9,0,"上证50",2938.65
0.2,0,0,10,11,"上证50沽26年6月2550",0.2,0.4,202,2550,36.57,0,"上证50",2938.65
0.2,0,0,6,11,"上证50沽26年6月2500",0.2,0.4,216,2500,41.14,0,"上证50",2938.65
0.4,0,0,159,11,"上证50购26年6月3500",0.4,0.6,2152,3500,46.55,0,"上证50",2938.65
0.4,0,0,190,11,"上证50购26年6月3400",0.4,0.6,1037,3400,39.7,0,"上证50",2938.65
0.4,0,0,143,11,"上证50购26年6月3350",0.2,0.4,254,3350,36.14,0,"上证50",2938.65
0.4,0,0,164,11,"上证50购26年6月3300",0.2,0.4,1032,3300,32.48,0,"上证50",2938.65
328,-0.06,-0.2,"-",11,"上证50沽26年12月3100",286,302.8,388,3100,29.25,-0.6747,"上证50",2938.65
1782.4,-0.11,-2,"-",11,"中证1000沽26年7月9900",1467.4,1527.4,181,9900,86.01,-0.989,"中证1000",8521.23
483.8,-0.25,-1.2,"-",11,"沪深300购26年7月4250",581.8,603,50,4250,0,0.9991,"沪深300",4891.71
579.6,-0.89,-5.2,"-",11,"上证50沽26年12月3400",530,552.6,207,3400,34.7,-0.9242,"上证50",2938.65
1722.8,-1.37,-24,"-",11,"中证1000沽26年12月9400",1497.6,1560.6,189,9400,50.17,-0.7005,"中证1000",8521.23
545.4,-1.77,-9.8,"-",11,"上证50沽26年9月3400",505,520.8,274,3400,40.43,-0.9812,"上证50",2938.65
2226.2,-2.36,-53.8,"-",11,"中证1000沽26年12月10000",2004.4,2063.6,85,10000,53.82,-0.8244,"中证1000",8521.23
627.6,-3.71,-24.2,21,11,"上证50沽26年9月3500",600.4,619,361,3500,40.84,-0.9939,"上证50",2938.65
1286.8,-4.04,-54.2,"-",11,"中证1000购26年12月6600",1539.8,1609.6,108,6600,0,0.9637,"中证1000",8521.23
511.4,-4.87,-26.2,28,11,"上证50沽26年7月3400",482.6,498,159,3400,54.64,-0.9998,"上证50",2938.65
847,-4.98,-44.4,5,11,"沪深300沽27年3月5400",800,831.8,183,5400,33.26,-0.7288,"沪深300",4891.71
576.6,-5.13,-31.2,12,11,"上证50沽26年6月3500",557.4,570,204,3500,86.37,-0.9999,"上证50",2938.65
474,-5.39,-27,7,11,"上证50沽27年3月3300",460,471.2,24,3300,25.84,-0.808,"上证50",2938.65
708,-5.6,-42,1,11,"沪深300沽26年9月5400",639.2,662,448,5400,39.84,-0.883,"沪深300",4891.71
882,-5.75,-53.8,68,11,"沪深300沽26年9月5600",820,826,261,5600,42.75,-0.9513,"沪深300",4891.71
1002.8,-5.98,-63.8,13,11,"沪深300沽27年3月5600",965.2,1001.8,214,5600,34.34,-0.8116,"沪深300",4891.71
407.8,-6.42,-28,17,11,"上证50沽26年7月3300",384.4,398.8,105,3300,46.45,-0.9979,"上证50",2938.65
427.4,-6.52,-29.8,6,11,"上证50沽26年6月3350",408.4,419,18,3350,71.1,-0.9999,"上证50",2938.65
530,-6.53,-37,1,11,"沪深300沽27年3月5000",500,509.4,112,5000,29.19,-0.5109,"沪深300",4891.71
957.8,-6.57,-67.4,6,11,"沪深300沽26年12月5600",915.4,953.2,158,5600,37.56,-0.8713,"沪深300",4891.71
188,-6.93,-14,28,11,"上证50沽26年9月3000",169.6,175,580,3000,26.55,-0.5886,"上证50",2938.65
548,-6.99,-41.2,17,11,"上证50沽27年3月3400",540,552.4,40,3400,25.89,-0.8709,"上证50",2938.65
452.4,-7.26,-35.4,12,11,"上证50沽26年7月3350",433.2,448.2,90,3350,47.77,-0.9994,"上证50",2938.65
336.6,-7.48,-27.2,19,11,"沪深300沽27年3月4700",307,321.2,124,4700,26.83,-0.3298,"沪深300",4891.71
668.6,-7.58,-54.8,5,11,"沪深300沽27年3月5200",631.4,669.8,171,5200,30.35,-0.627,"沪深300",4891.71
627.4,-7.65,-52,2,11,"上证50沽26年12月3500",620.8,651,269,3500,30.57,-0.9592,"上证50",2938.65
100.8,-7.69,-8.4,15,11,"上证50沽27年3月2700",94.2,96,181,2700,21.19,-0.1897,"上证50",2938.65
745.8,-7.72,-62.4,15,11,"沪深300沽26年8月5500",690,720,33,5500,42.1,-0.9575,"沪深300",4891.71
323.6,-8.02,-28.2,3,11,"上证50沽26年8月3200",302.4,321.4,20,3200,31.64,-0.9239,"上证50",2938.65
716,-8.18,-63.8,4,11,"沪深300沽26年7月5500",652.8,674.8,115,5500,53.35,-0.9941,"沪深300",4891.71
192.8,-8.28,-17.4,5,11,"上证50沽27年3月2900",182,188.2,173,2900,22.21,-0.399,"上证50",2938.65
652.2,-8.37,-59.6,11,11,"沪深300沽26年8月5400",595.8,625.8,54,5400,39.61,-0.9254,"沪深300",4891.71
1745.2,-8.54,-163,20,11,"中证1000沽26年12月9600",1662.4,1723.2,606,9600,45.49,-0.7467,"中证1000",8521.23
326.4,-8.62,-30.8,32,11,"上证50沽26年6月3250",309,318.6,116,3250,58.12,-0.9999,"上证50",2938.65
771.6,-8.64,-73,14,11,"沪深300沽26年12月5400",736.4,776.4,475,5400,34.2,-0.7875,"沪深300",4891.71
2249,-9.04,-223.6,9,11,"中证1000沽27年3月10000",2165.8,2301.4,78,10000,45.69,-0.7634,"中证1000",8521.23
263,-9.12,-26.4,10,11,"上证50沽26年7月3150",240.8,250.8,96,3150,36.83,-0.9562,"上证50",2938.65
230,-9.38,-23.8,7,11,"上证50沽26年12月3000",218.8,226.6,515,3000,24.67,-0.5416,"上证50",2938.65
369,-9.38,-38.2,13,11,"上证50沽26年6月3300",358.8,369,298,3300,54.52,-0.9999,"上证50",2938.65
606.4,-9.38,-62.8,7,11,"沪深300沽26年12月5200",570.6,609.4,267,5200,31.81,-0.6736,"沪深300",4891.71
255.2,-9.44,-26.6,2,11,"上证50沽26年9月3100",244.2,250,338,3100,27.42,-0.7612,"上证50",2938.65
1919.8,-9.47,-200.8,20,11,"中证1000沽27年3月9600",1876.2,1928.8,41,9600,43.94,-0.6906,"中证1000",8521.23
2075.8,-9.53,-218.6,13,11,"中证1000沽27年3月9800",2041.8,2091.4,48,9800,44.58,-0.7286,"中证1000",8521.23
391.2,-9.57,-41.4,11,11,"沪深300沽26年12月4900",358,378,191,4900,28.94,-0.461,"沪深300",4891.71
557,-9.7,-59.8,22,11,"沪深300沽26年8月5300",509.8,527.4,68,5300,36.67,-0.8763,"沪深300",4891.71
199.8,-9.84,-21.8,8,11,"上证50沽26年8月3050",181.6,191.8,19,3050,27.51,-0.721,"上证50",2938.65
231.8,-9.88,-25.4,33,11,"上证50沽26年6月3150",210.4,215.8,113,3150,50.09,-0.9997,"上证50",2938.65
231.6,-9.88,-25.4,24,11,"沪深300沽27年3月4500",216.4,221.2,215,4500,25.44,-0.2209,"沪深300",4891.71
513,-9.94,-56.6,3,11,"沪深300沽26年9月5200",468.6,483.6,230,5200,33.83,-0.7595,"沪深300",4891.71
1759,-10.24,-200.6,16,11,"中证1000沽27年3月9400",1714.2,1763.4,45,9400,43.02,-0.6496,"中证1000",8521.23
275.6,-10.34,-31.8,52,11,"上证50沽26年6月3200",259.8,266.4,345,3200,51.01,-0.9999,"上证50",2938.65
1417.6,-10.53,-166.8,4,11,"中证1000沽26年12月9200",1338.2,1407,601,9200,42.99,-0.6498,"中证1000",8521.23
274,-10.57,-32.4,2,11,"上证50沽26年8月3150",259.6,273.2,8,3150,28.77,-0.8758,"上证50",2938.65
835.4,-10.6,-99,7,11,"中证1000沽27年3月8000",773.8,807.8,621,8000,38.92,-0.3141,"中证1000",8521.23
453.6,-10.6,-53.8,9,11,"上证50沽26年6月3400",458,469,145,3400,0,-0.9999,"上证50",2938.65
381,-10.61,-45.2,19,11,"沪深300沽27年3月4800",364.8,378.4,162,4800,26.63,-0.3892,"沪深300",4891.71
156.4,-10.63,-18.6,7,11,"沪深300沽27年3月4300",144.8,149.6,168,4300,24.86,-0.1328,"沪深300",4891.71
365,-10.71,-43.8,1,11,"上证50沽26年12月3200",365,381.4,243,3200,25.72,-0.7853,"上证50",2938.65
1252.8,-10.72,-150.4,32,11,"中证1000沽26年12月9000",1214,1257.6,914,9000,41.4,-0.595,"中证1000",8521.23
165.4,-10.79,-20,11,11,"上证50沽26年12月2900",154.8,163.8,853,2900,23.21,-0.399,"上证50",2938.65
345,-10.81,-41.8,17,11,"上证50沽26年7月3250",336,349.8,85,3250,38.01,-0.9937,"上证50",2938.65
1815,-11.03,-225,21,11,"中证1000沽26年9月10000",1749.2,1809.2,86,10000,48.66,-0.9164,"中证1000",8521.23
1.6,-11.11,-0.2,50,11,"上证50沽26年7月2500",1.6,2,201,2500,26.42,0,"上证50",2938.65
74,-11.27,-9.4,28,11,"上证50沽26年12月2700",71.4,74.8,798,2700,21.54,-0.1549,"上证50",2938.65
1051.2,-11.34,-134.4,2,11,"中证1000沽26年7月9300",909.8,939.8,104,9300,55.24,-0.906,"中证1000",8521.23
127,-11.44,-16.4,28,11,"沪深300沽27年3月4200",116,122.2,347,4200,24.71,-0.0983,"沪深300",4891.71
513,-11.49,-66.6,26,11,"沪深300沽26年7月5300",461,476,111,5300,43.37,-0.9564,"沪深300",4891.71
272.2,-11.51,-35.4,4,11,"沪深300沽27年3月4600",259,265.8,185,4600,25.52,-0.2732,"沪深300",4891.71
1053.6,-11.57,-137.8,11,11,"中证1000沽27年3月8400",1012.2,1038.4,340,8400,39.46,-0.4124,"中证1000",8521.23
436.4,-11.66,-57.6,7,11,"沪深300沽27年3月4900",427,441.4,197,4900,26.89,-0.4501,"沪深300",4891.71
66,-12,-9,19,11,"上证50沽27年3月2600",61.8,66.2,463,2600,20.53,-0.1135,"上证50",2938.65
